loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
30000.0,0.1033,972.68,RENT,104000.0,Not Verified,n,28.12,0.0,1.0,22.0,0.0,38663.0,38.0,w,23094.7,23094.7,9709.58,9709.58,6905.3,2804.28,0.0,0.0,0.0,972.68,0.0,1.0,Individual,0.0,0.0,132844.0,0.0,17.0,0.0,2.0,13.0,94181.0,87.0,0.0,1.0,22203.0,75.0,68200.0,3.0,1.0,2.0,3.0,6038.0,13037.0,74.8,0.0,0.0,154.0,155.0,22.0,13.0,0.0,22.0,6.0,0.0,3.0,3.0,3.0,4.0,32.0,5.0,6.0,3.0,22.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,176122.0,132844.0,51700.0,107922.0,N,N,low_risk
32000.0,0.0819,651.76,MORTGAGE,91935.0,Verified,n,29.27,0.0,0.0,22.0,0.0,54496.0,36.0,w,27066.99,27066.99,7154.8,7154.8,4933.01,2221.79,0.0,0.0,0.0,651.76,0.0,1.0,Individual,0.0,0.0,354437.0,2.0,1.0,1.0,1.0,3.0,18190.0,94.0,2.0,3.0,5430.0,59.0,104000.0,0.0,1.0,0.0,4.0,16111.0,36619.0,37.1,0.0,0.0,141.0,123.0,5.0,3.0,4.0,9.0,24.0,0.0,9.0,17.0,12.0,13.0,8.0,20.0,24.0,17.0,22.0,0.0,0.0,0.0,3.0,100.0,41.7,0.0,0.0,418316.0,72686.0,58200.0,19260.0,N,N,low_risk
20000.0,0.0646,612.62,OWN,155000.0,Not Verified,n,13.7,0.0,1.0,10.0,0.0,5432.0,17.0,w,14293.56,14293.56,6731.64,6731.64,5706.44,1025.2,0.0,0.0,0.0,612.62,0.0,1.0,Individual,0.0,0.0,365318.0,2.0,3.0,0.0,1.0,24.0,17661.0,28.0,1.0,1.0,2734.0,23.0,37500.0,1.0,3.0,1.0,5.0,36532.0,23005.0,16.3,0.0,0.0,116.0,117.0,5.0,1.0,3.0,5.0,5.0,0.0,4.0,5.0,5.0,7.0,6.0,6.0,8.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,443725.0,23093.0,27500.0,64000.0,N,N,low_risk
6500.0,0.0646,199.11,RENT,79000.0,Source Verified,n,8.87,0.0,0.0,12.0,0.0,6959.0,16.0,w,4796.13,4796.13,1988.77,1988.77,1703.87,284.9,0.0,0.0,0.0,199.11,0.0,1.0,Individual,0.0,0.0,18440.0,0.0,1.0,0.0,1.0,16.0,11481.0,81.0,3.0,7.0,3360.0,50.0,22600.0,0.0,2.0,4.0,8.0,1676.0,11598.0,36.3,0.0,0.0,30.0,48.0,9.0,9.0,0.0,9.0,1.0,0.0,3.0,4.0,8.0,9.0,2.0,11.0,14.0,4.0,12.0,0.0,0.0,0.0,3.0,100.0,28.6,0.0,0.0,36761.0,18440.0,18200.0,14161.0,N,N,low_risk
40000.0,0.0756,1245.36,MORTGAGE,120000.0,Not Verified,n,17.48,0.0,0.0,15.0,0.0,83320.0,29.0,w,27657.84,27657.84,14927.52,14927.52,12342.16,2585.36,0.0,0.0,0.0,1245.36,0.0,1.0,Joint App,0.0,0.0,401384.0,1.0,1.0,1.0,2.0,10.0,9587.0,45.0,1.0,3.0,13165.0,48.0,132000.0,1.0,5.0,2.0,6.0,26759.0,38159.0,31.6,0.0,0.0,111.0,223.0,6.0,6.0,3.0,13.0,3.0,0.0,3.0,7.0,7.0,9.0,6.0,13.0,20.0,7.0,15.0,0.0,0.0,0.0,3.0,100.0,14.3,0.0,0.0,468449.0,92907.0,55800.0,21449.0,N,N,low_risk
4000.0,0.08810000000000001,126.85,MORTGAGE,61500.0,Not Verified,n,15.55,0.0,0.0,6.0,0.0,15472.0,11.0,w,0.0,0.0,4061.45,4061.45,4000.0,61.45,0.0,0.0,0.0,7.75,0.0,1.0,Individual,0.0,0.0,22140.0,0.0,1.0,0.0,2.0,19.0,6668.0,33.0,0.0,0.0,9813.0,28.0,59400.0,1.0,0.0,0.0,2.0,3690.0,9908.0,52.8,0.0,0.0,76.0,81.0,33.0,19.0,0.0,33.0,24.0,0.0,2.0,5.0,2.0,2.0,3.0,5.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,79668.0,22140.0,21000.0,20268.0,N,N,low_risk
24000.0,0.14300000000000002,562.18,MORTGAGE,63250.0,Verified,n,21.84,0.0,0.0,5.0,0.0,1351.0,15.0,w,0.0,0.0,24568.26,24568.26,24000.0,568.26,0.0,0.0,0.0,24025.15,0.0,1.0,Individual,0.0,0.0,337271.0,1.0,2.0,1.0,1.0,9.0,52879.0,90.0,0.0,0.0,1351.0,62.0,13600.0,4.0,1.0,2.0,3.0,67454.0,12249.0,9.9,0.0,0.0,71.0,159.0,50.0,2.0,3.0,50.0,4.0,0.0,1.0,1.0,2.0,3.0,9.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,362595.0,54230.0,13600.0,65536.0,N,N,low_risk
17000.0,0.0819,534.21,RENT,65000.0,Not Verified,n,28.42,0.0,0.0,11.0,0.0,5955.0,11.0,w,0.0,0.0,17679.67,17679.67,17000.0,679.67,0.0,0.0,0.0,8482.15,0.0,1.0,Individual,0.0,993.0,77560.0,1.0,8.0,2.0,2.0,7.0,71605.0,78.0,1.0,2.0,5955.0,60.0,23500.0,2.0,0.0,3.0,4.0,7051.0,17545.0,25.3,0.0,0.0,77.0,65.0,2.0,2.0,0.0,2.0,7.0,0.0,1.0,1.0,3.0,3.0,8.0,3.0,3.0,1.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,111910.0,77560.0,23500.0,88410.0,N,N,low_risk
4000.0,0.20550000000000002,149.78,RENT,20000.0,Source Verified,n,20.41,0.0,0.0,6.0,0.0,3394.0,6.0,w,0.0,0.0,4286.51,4286.51,4000.0,286.51,0.0,0.0,0.0,3991.52,0.0,1.0,Individual,0.0,0.0,6824.0,0.0,1.0,1.0,1.0,11.0,3430.0,61.0,0.0,2.0,2656.0,39.0,12100.0,1.0,0.0,1.0,3.0,1137.0,1706.0,66.5,0.0,0.0,11.0,44.0,22.0,11.0,0.0,22.0,11.0,0.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,17700.0,6824.0,5100.0,5600.0,N,N,low_risk
21275.0,0.0819,668.55,MORTGAGE,114000.0,Not Verified,n,38.2,0.0,0.0,27.0,0.0,29992.0,40.0,w,14753.63,14753.63,8012.92,8012.92,6521.37,1491.55,0.0,0.0,0.0,668.55,0.0,1.0,Individual,0.0,0.0,100069.0,0.0,4.0,2.0,5.0,9.0,61795.0,72.0,0.0,0.0,10972.0,38.0,168400.0,3.0,1.0,2.0,5.0,3706.0,109362.0,19.8,0.0,0.0,98.0,308.0,27.0,9.0,0.0,38.0,9.0,0.0,14.0,16.0,17.0,18.0,12.0,22.0,27.0,16.0,26.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,262333.0,100069.0,136300.0,85454.0,N,N,low_risk
8000.0,0.0646,245.05,OWN,26000.0,Not Verified,n,28.25,0.0,0.0,7.0,1.0,9986.0,20.0,w,6028.7,6028.7,2447.63,2447.63,1971.3,476.33,0.0,0.0,0.0,245.05,0.0,1.0,Individual,0.0,0.0,15359.0,0.0,2.0,0.0,1.0,15.0,5373.0,55.0,2.0,4.0,5550.0,55.0,17900.0,1.0,0.0,2.0,5.0,2194.0,2326.0,78.9,0.0,0.0,163.0,253.0,10.0,10.0,1.0,10.0,10.0,0.0,2.0,4.0,2.0,4.0,8.0,5.0,11.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,50.0,1.0,0.0,27719.0,15359.0,11000.0,9819.0,N,N,low_risk
24000.0,0.2565,713.61,RENT,47000.0,Verified,n,20.48,0.0,0.0,7.0,0.0,8939.0,14.0,w,22881.12,22881.12,7067.7,7067.7,1118.88,5948.82,0.0,0.0,0.0,713.61,0.0,1.0,Individual,0.0,0.0,22763.0,0.0,1.0,0.0,1.0,16.0,13824.0,86.0,1.0,1.0,5009.0,66.0,18500.0,0.0,0.0,0.0,2.0,3252.0,2506.0,73.3,0.0,0.0,86.0,135.0,7.0,7.0,0.0,7.0,16.0,0.0,2.0,3.0,3.0,5.0,4.0,6.0,10.0,3.0,7.0,0.0,0.0,0.0,1.0,92.9,66.7,0.0,0.0,34600.0,22763.0,9400.0,16100.0,N,N,low_risk
24000.0,0.1524,573.99,RENT,43600.0,Not Verified,n,24.27,0.0,0.0,9.0,0.0,22513.0,25.0,w,20843.53,20843.53,6293.57,6293.57,3156.47,3137.1,0.0,0.0,0.0,573.99,0.0,1.0,Individual,0.0,0.0,71511.0,2.0,1.0,0.0,0.0,45.0,13198.0,54.0,2.0,4.0,5894.0,61.0,33700.0,0.0,0.0,1.0,6.0,7946.0,2329.0,87.6,0.0,0.0,154.0,170.0,3.0,3.0,5.0,10.0,10.0,0.0,4.0,7.0,4.0,6.0,2.0,7.0,18.0,7.0,9.0,0.0,0.0,0.0,4.0,96.0,100.0,0.0,0.0,273282.0,35711.0,18800.0,24582.0,N,N,low_risk
10525.0,0.0756,327.69,RENT,72000.0,Source Verified,n,36.33,0.0,0.0,13.0,0.0,15260.0,23.0,w,7557.49,7557.49,3593.54,3593.54,2967.51,626.03,0.0,0.0,0.0,327.69,0.0,1.0,Individual,0.0,0.0,66766.0,1.0,5.0,2.0,2.0,7.0,51506.0,65.0,3.0,4.0,7625.0,47.0,62200.0,0.0,0.0,1.0,6.0,5136.0,45953.0,24.7,0.0,0.0,133.0,166.0,2.0,2.0,0.0,7.0,7.0,0.0,6.0,7.0,7.0,10.0,8.0,8.0,15.0,7.0,13.0,0.0,0.0,0.0,5.0,100.0,28.6,0.0,0.0,141215.0,66766.0,61000.0,79015.0,N,N,low_risk
10000.0,0.1308,337.33,MORTGAGE,70000.0,Not Verified,n,11.31,0.0,0.0,8.0,0.0,9613.0,9.0,w,9771.67,9771.67,1210.51,1210.51,228.33,982.18,0.0,0.0,0.0,337.33,0.0,1.0,Individual,0.0,0.0,16762.0,0.0,1.0,0.0,1.0,13.0,7149.0,72.0,1.0,4.0,4312.0,21.0,69700.0,1.0,0.0,0.0,5.0,2095.0,60087.0,13.8,0.0,0.0,13.0,386.0,9.0,9.0,0.0,9.0,13.0,0.0,5.0,5.0,7.0,8.0,1.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,28.6,0.0,0.0,79700.0,16762.0,69700.0,10000.0,N,N,low_risk
24000.0,0.124,538.74,RENT,65004.0,Source Verified,n,25.53,0.0,0.0,12.0,0.0,16237.0,20.0,w,20631.39,20631.39,5884.81,5884.81,3368.61,2516.2,0.0,0.0,0.0,538.74,0.0,1.0,Individual,0.0,0.0,52680.0,1.0,6.0,0.0,2.0,15.0,36443.0,70.0,1.0,1.0,11271.0,48.0,57200.0,1.0,0.0,0.0,3.0,4390.0,40963.0,28.4,0.0,0.0,139.0,142.0,6.0,6.0,0.0,6.0,15.0,0.0,3.0,3.0,6.0,9.0,10.0,6.0,10.0,3.0,12.0,0.0,0.0,0.0,1.0,95.0,16.7,0.0,0.0,109556.0,52680.0,57200.0,52356.0,N,N,low_risk
21275.0,0.11710000000000001,703.7,MORTGAGE,90000.0,Not Verified,n,40.89,0.0,1.0,13.0,0.0,7471.0,17.0,f,16631.87,16631.87,6319.46,6319.46,4643.13,1676.33,0.0,0.0,0.0,0.0,0.0,1.0,Joint App,0.0,4389.0,198280.0,1.0,4.0,0.0,1.0,19.0,66462.0,29.0,2.0,2.0,1457.0,23.0,39500.0,2.0,0.0,2.0,3.0,15252.0,15076.0,12.3,0.0,0.0,70.0,145.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,6.0,3.0,3.0,5.0,8.0,11.0,6.0,13.0,0.0,0.0,0.0,2.0,94.1,33.3,0.0,0.0,365820.0,73933.0,17200.0,185259.0,N,N,low_risk
10625.0,0.1862,387.44,RENT,175000.0,Not Verified,n,7.64,0.0,2.0,11.0,0.0,11681.0,15.0,w,8850.79,8850.79,3464.98,3464.98,1774.21,1690.77,0.0,0.0,0.0,387.44,0.0,1.0,Individual,0.0,0.0,30011.0,2.0,2.0,0.0,1.0,14.0,18330.0,68.0,4.0,6.0,3325.0,67.0,17900.0,3.0,0.0,3.0,7.0,2728.0,2072.0,82.9,0.0,0.0,127.0,165.0,4.0,4.0,1.0,6.0,4.0,0.0,6.0,9.0,6.0,6.0,4.0,9.0,10.0,9.0,11.0,0.0,0.0,0.0,4.0,100.0,66.7,0.0,0.0,44994.0,30011.0,12100.0,27094.0,N,N,low_risk
15000.0,0.2305,581.04,OWN,65000.0,Not Verified,n,34.18,0.0,1.0,15.0,0.0,40123.0,27.0,w,11449.95,11449.95,6372.23,6372.23,3550.05,2822.18,0.0,0.0,0.0,581.04,0.0,1.0,Individual,0.0,0.0,54764.0,3.0,1.0,1.0,1.0,2.0,14641.0,98.0,4.0,6.0,14069.0,82.0,52100.0,0.0,0.0,2.0,7.0,3651.0,4438.0,85.2,0.0,0.0,157.0,152.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,10.0,6.0,8.0,6.0,14.0,21.0,10.0,15.0,0.0,0.0,0.0,5.0,100.0,66.7,0.0,0.0,67027.0,54764.0,29900.0,14927.0,N,N,low_risk
31900.0,0.1033,682.98,MORTGAGE,78642.0,Source Verified,n,16.41,0.0,0.0,7.0,0.0,10049.0,13.0,w,26802.71,26802.71,8159.15,8159.15,5097.29,3061.86,0.0,0.0,0.0,682.98,0.0,1.0,Individual,0.0,0.0,150635.0,0.0,2.0,0.0,0.0,32.0,17771.0,46.0,1.0,1.0,5347.0,39.0,32500.0,0.0,2.0,1.0,2.0,21519.0,17653.0,23.2,0.0,0.0,116.0,101.0,7.0,7.0,1.0,7.0,9.0,0.0,1.0,3.0,2.0,3.0,5.0,4.0,7.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,195033.0,27820.0,23000.0,38796.0,N,N,low_risk
15000.0,0.0819,305.52,ANY,69017.0,Not Verified,n,13.48,0.0,0.0,9.0,0.0,17674.0,35.0,w,12687.49,12687.49,3347.07,3347.07,2312.51,1034.56,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,167551.0,0.0,2.0,1.0,3.0,10.0,68152.0,76.0,1.0,1.0,7978.0,78.0,22500.0,2.0,0.0,3.0,4.0,18617.0,222.0,97.3,0.0,0.0,157.0,168.0,12.0,10.0,4.0,168.0,2.0,1.0,1.0,5.0,1.0,1.0,24.0,5.0,7.0,5.0,9.0,0.0,0.0,0.0,2.0,80.0,100.0,0.0,0.0,180904.0,85826.0,8200.0,59404.0,N,N,low_risk
21000.0,0.1862,765.75,RENT,50000.0,Source Verified,n,21.1,0.0,1.0,13.0,0.0,14823.0,18.0,w,15358.75,15358.75,9134.69,9134.69,5641.25,3493.44,0.0,0.0,0.0,765.75,0.0,1.0,Joint App,0.0,0.0,46550.0,0.0,5.0,2.0,4.0,7.0,31727.0,93.0,1.0,3.0,8029.0,64.0,39100.0,3.0,0.0,7.0,7.0,3581.0,23277.0,38.9,0.0,0.0,57.0,80.0,8.0,7.0,0.0,8.0,1.0,0.0,4.0,4.0,7.0,8.0,9.0,8.0,9.0,4.0,13.0,0.0,0.0,0.0,3.0,100.0,28.6,0.0,0.0,73226.0,46550.0,38100.0,34126.0,N,N,low_risk
40000.0,0.0646,1225.24,MORTGAGE,175000.0,Verified,n,13.37,0.0,0.0,27.0,0.0,38986.0,43.0,w,29697.94,29697.94,12238.04,12238.04,10302.06,1935.98,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,761880.0,4.0,3.0,1.0,3.0,1.0,31340.0,79.0,3.0,3.0,9376.0,52.0,95900.0,2.0,6.0,4.0,9.0,28218.0,35456.0,50.9,0.0,0.0,181.0,266.0,4.0,1.0,10.0,7.0,2.0,0.0,9.0,12.0,10.0,10.0,12.0,20.0,20.0,12.0,27.0,0.0,0.0,0.0,6.0,92.7,20.0,0.0,0.0,842201.0,70789.0,72200.0,39849.0,N,N,low_risk
29700.0,0.08810000000000001,613.79,MORTGAGE,189000.0,Not Verified,n,11.14,0.0,1.0,15.0,0.0,36784.0,23.0,w,25609.24,25609.24,6123.36,6123.36,4090.76,2032.6,0.0,0.0,0.0,613.79,0.0,1.0,Individual,0.0,0.0,531216.0,3.0,2.0,0.0,1.0,21.0,35083.0,101.0,5.0,6.0,6070.0,64.0,59000.0,0.0,3.0,2.0,8.0,35414.0,21050.0,45.7,0.0,0.0,50.0,97.0,6.0,5.0,2.0,6.0,6.0,0.0,7.0,9.0,9.0,11.0,4.0,12.0,16.0,9.0,15.0,0.0,0.0,0.0,6.0,100.0,33.3,0.0,0.0,568802.0,71867.0,38800.0,48869.0,N,N,low_risk
22325.0,0.11019999999999999,731.11,MORTGAGE,230000.0,Source Verified,n,29.35,0.0,0.0,19.0,0.0,68382.0,36.0,w,17874.87,17874.87,6566.32,6566.32,4450.13,2116.19,0.0,0.0,0.0,731.11,0.0,1.0,Individual,0.0,0.0,500139.0,2.0,7.0,0.0,3.0,20.0,139799.0,58.0,2.0,3.0,20003.0,72.0,78100.0,1.0,3.0,0.0,6.0,26323.0,5976.0,91.9,0.0,0.0,167.0,348.0,2.0,2.0,3.0,3.0,22.0,0.0,7.0,8.0,8.0,13.0,12.0,10.0,21.0,8.0,19.0,0.0,0.0,0.0,2.0,91.4,87.5,0.0,0.0,667414.0,208181.0,73800.0,226814.0,N,N,low_risk
